Element1,Element2,Element3,Element4,afm,lat,sws0,sws_init,mag,B0,TC
Al,Cd,Co,Ag,0,0,2.9981842,2.9897622515480835,0.193724518134,110.00871,243.259548
Al,Cd,Co,As,0,1,2.998086,3.055399956042477,0.031818154195,80.810165,65.6157364
Al,Cd,Co,Au,0,1,3.0036626,2.988514718605317,0.17111110526155,116.060036,218.279628
Al,Cd,Co,Bi,0,0,3.3364162,3.2434641184779136,0.40689486,81.87063,199.119112
Al,Cd,Co,Cu,1,1,2.8726826,2.908882581298585,0.002046828049,100.50368,77.49820296000001
Al,Cd,Co,Ge,0,1,3.0497832,3.071552945545699,0.019574594635,75.30223,64.2420836
Al,Cd,Co,Hg,0,1,3.0732694,3.082149707002548,0.2224236345,74.97982,224.349188
Al,Cd,Co,Ir,0,1,2.9828854,2.945566477347044,0.08272880784,79.26061,106.08838
Al,Cd,Co,Mo,1,0,2.9395585,2.9675757770391287,0.001199118205,129.41556,43.46252928
Al,Cd,Co,Ni,0,1,2.901524,2.8950908061178766,0.0131127183184,120.7778,54.2031796
Al,Cd,Co,Os,0,0,3.009262,2.9434323062585634,0.197304979075,77.462135,211.635972
Al,Cd,Co,Pb,0,0,3.1513283,3.177277569728834,0.346364991,79.33366,245.66506400000003
Al,Cd,Co,Pd,0,1,2.9453592,2.9546598451143384,0.0339457825,121.05388,159.22763600000002
Al,Cd,Co,Pt,0,1,2.9455416,2.960139993513059,0.19940116102731,137.08058,264.930474
Al,Cd,Co,Re,0,0,2.887633,2.9541745744390844,0.01607844668278,173.75551,58.1652636
Al,Cd,Co,Rh,0,0,2.9205031,2.9395933000232723,0.23922006347,157.6344,278.36846
Al,Cd,Co,Ru,1,1,2.9013767,2.936649288739716,0.00713279817,136.01826,91.70608
Al,Cd,Co,Sb,0,1,3.3004234,3.175952019367549,0.0804137405,81.83192,79.556046
Al,Cd,Co,Si,0,1,3.0055447,3.033997001228744,0.025805318364,98.998726,41.4773336
Al,Cd,Co,Sn,0,1,3.1314745,3.133163841628128,0.0809657466,79.468025,67.63667240000001
Al,Cd,Co,Tc,0,0,2.9896636,2.948415785258549,0.0246601742,81.80025,97.0075308
Al,Cd,Co,Te,0,1,3.3394122,3.22492196021249,0.185472113,70.02089,140.2897368
Al,Cd,Co,W,1,0,2.9424047,2.971721571132672,0.000656078915,141.01859,31.301711760000003
Al,Cd,Cu,Ni,1,1,2.8858545,2.906351122006766,0.00265573050092,103.19812,2.4639878816
Al,Cd,Fe,Ag,0,1,3.008289,2.99982911814891,0.2750944,96.31932,413.75878
Al,Cd,Fe,As,0,1,3.0244474,3.0650409837087267,0.219901602,75.79165,260.545464
Al,Cd,Fe,Au,0,1,2.9829125,2.998589949323432,0.462843743,116.881165,488.302132
Al,Cd,Fe,Bi,0,0,3.3523169,3.252023951265937,0.6858997699999999,81.67491,406.431764
Al,Cd,Fe,Co,0,1,2.9204245,2.908355557293483,0.335494903,111.80939,678.2543320000001
Al,Cd,Fe,Cu,0,1,2.9515436,2.919513980917008,0.04284582064,101.295944,240.06111
Al,Cd,Fe,Ge,0,1,3.1491575,3.081093307925077,0.443065993,67.6948,459.9848500000001
Al,Cd,Fe,Hg,0,1,3.1053805,3.091624881844298,0.597441387,71.5856,492.17714
Al,Cd,Fe,Ir,0,0,2.9893975,2.955936112117016,0.635707608,77.44294,512.64074
Al,Cd,Fe,Mo,0,0,2.94811,2.977792958197424,0.0434820474,125.74887,194.937584
Al,Cd,Fe,Ni,0,1,2.9286044,2.905823179265838,0.083081495,120.70328,184.930984
Al,Cd,Fe,Os,0,0,3.012391,2.9538169045313043,0.423621517,77.51322,433.519044
Al,Cd,Fe,Pb,0,0,3.1716855,3.1861962440310947,0.642679724,77.92874,470.288892
Al,Cd,Fe,Pd,0,1,2.9478803,2.964966082587112,0.0533874379,114.90129,247.666824
Al,Cd,Fe,Pt,0,1,2.8850858,2.9704083037887674,0.495277966,123.91533,524.11134
Al,Cd,Fe,Re,0,0,2.9074888,2.964484180477948,0.324440341,157.0189,334.848676
Al,Cd,Fe,Rh,0,0,2.8406234,2.95000489642636,0.3310345,172.4231,484.954292
Al,Cd,Fe,Ru,0,1,2.9332733,2.9470816602866945,0.0724504645,133.07938,224.6939808
Al,Cd,Fe,Sb,0,1,3.3137374,3.1848781087474403,0.5159028400000001,79.38052,394.11453000000006
Al,Cd,Fe,Si,0,1,3.003603,3.0437738768216307,0.167058243,92.98439,248.088392
Al,Cd,Fe,Sn,0,1,3.1611671,3.142334328376774,0.534344103,78.86953,435.37166400000007
Al,Cd,Fe,Tc,0,0,2.9918563,2.958765492609053,0.149294708,79.561874,337.240992
Al,Cd,Fe,Te,0,1,3.3415875,3.233580112982381,0.4618274879999999,68.81375,327.54739600000005
Al,Cd,Fe,W,0,0,2.9295802,2.981910410516256,0.198985272,143.40309,278.746332
Al,Cd,Ga,Co,0,1,2.9560173,3.0276871273931576,0.02831624862,80.478935,62.9839716
Al,Cd,Ga,Fe,0,1,2.985783,3.0375045992334586,0.336317384,75.64596,376.430898
Al,Cd,Ga,Ni,1,1,2.9656155,3.025350666434893,3.347489356e-05,81.09838,4.49996995888
Al,Cd,In,Co,0,1,3.0845854,3.120165567111909,0.090466701,71.57671,80.59161800000001
Al,Cd,In,Fe,0,1,3.1077003,3.1294122812132885,0.5377415660000001,70.1605,463.05436
Al,Cd,In,Ni,1,1,3.0897279,3.1179657008231594,7.816487604000001e-05,71.56106,1.63517894936
Al,Cd,Ni,Ag,1,1,2.9878793,2.987366067686646,0.0004034919985,95.901474,3.8306404168
Al,Cd,Ni,As,1,1,3.0051117,3.053105734596634,1.09730331e-06,83.2651,3.73060227696
Al,Cd,Ni,Au,1,0,2.9943419,2.986116531377913,9.342523873e-05,110.93451,5.29219198064
Al,Cd,Ni,Bi,0,0,3.3304212,3.2414284843151853,0.04442963258081,81.81845,5.423613904000001
Al,Cd,Ni,Ge,1,1,2.9874525,3.069282817590784,0.00014960223178,77.345825,1.22009574848
Al,Cd,Ni,Hg,0,0,3.0829105,3.079895179244791,0.05008203198188,72.90758,5.0269441200000005
Al,Cd,Ni,Ir,1,1,2.9661243,2.9430977580512234,6.925298976000001e-05,82.722374,4.08883587656
Al,Cd,Ni,Mo,1,0,2.9482813,2.9651435859877906,5.48956112e-06,130.71135,1.3650624501600002
Al,Cd,Ni,Os,1,1,3.0056744,2.940960001200046,2.386805778e-05,78.2859,3.5352892893600005
Al,Cd,Ni,Pb,1,0,3.1934042,3.175156157738545,0.00062306550498,76.45088,5.1603625784
Al,Cd,Ni,Pd,1,1,2.9380102,2.952206317023045,5.01471018e-05,119.539085,2.9991207516
Al,Cd,Ni,Pt,1,1,2.9444575,2.9576955527793145,1.9909341890000003e-05,135.82816,5.58600510968
Al,Cd,Ni,Rh,1,1,2.91916,2.937114525082947,1.56831245e-06,150.82182,3.12492347472
Al,Cd,Ni,Ru,1,1,2.947324,2.934165535017668,1.04915098e-06,128.74226,3.37981143576
Al,Cd,Ni,Sb,1,1,3.226854,3.173828834398568,0.00529989202449,77.06429,4.5466233664
Al,Cd,Ni,Sn,1,1,3.153975,3.1309822093338013,0.00012759299163,76.58706,3.09192642264
Al,Cd,Ni,Te,1,1,3.2399445,3.222862827966263,6.421496547e-05,67.00069,4.81810734192
Al,Cd,Ni,W,1,0,2.9526978,2.9692961698746845,1.39628483e-06,140.35722,2.3792317153600004
Al,Cd,Re,Ni,1,0,2.9259846,2.951720239213074,1.9337365230000003e-05,153.64299,1.6926971871999998
Al,Cd,Si,Ni,0,1,3.0281262,3.0316702597395366,0.061965968619,103.50771,4.0003254
Al,Cd,Tc,Ni,1,0,2.9680243,2.945951841116858,2.8174070290000005e-05,83.224174,1.66527105912
Al,Co,Ag,As,0,1,2.9352775,2.988764308517583,0.03708480384,95.97532,95.351932
Al,Co,Ag,Au,0,1,2.9737587,2.9187552918246755,0.26885603267043,127.593315,308.41554600000006
Al,Co,Ag,Bi,0,0,3.259242,3.184548404392122,0.39124316,96.08049,253.451976
Al,Co,Ag,Ge,0,1,2.959478,3.005639544552236,0.0441853281,91.919014,86.8717512
Al,Co,Ag,Hg,0,1,3.0133963,3.0167036196705985,0.3044209471,91.51373,319.965124
Al,Co,Ag,Ir,0,1,2.9771757,2.8736810288579804,0.2000215193,90.724464,217.551472
Al,Co,Ag,Mo,0,0,2.9234815,2.896792081062644,0.0624969383,141.96902,101.951392
Al,Co,Ag,Os,0,1,2.958923,2.871438624120983,0.08745666935,90.76764,118.02562600000002
Al,Co,Ag,Pb,0,0,3.0640192,3.1158086530261,0.3617976997,95.8649,287.06343200000003
Al,Co,Ag,Pd,0,1,2.8823447,2.8832327709897494,0.0861030173,127.95132,192.453752
Al,Co,Ag,Pt,0,1,2.9106207,2.8889869939952835,0.27683215396,147.26369,299.543528
Al,Co,Ag,Rh,0,1,2.8774307,2.8674042923520315,0.0209452246,169.25531,142.60920400000003
Al,Co,Ag,Ru,0,1,2.9309132,2.864309939478101,0.01189326106,145.57857,117.5202384
Al,Co,Ag,Sb,0,1,3.1972084,3.114430250911634,0.142603184,97.29476,130.876368
Al,Co,Ag,Sn,0,1,3.0296974,3.069897975466245,0.132811389,96.386505,105.78071
Al,Co,Ag,Te,0,1,3.2807305,3.165307553943007,0.2450564499999999,84.6294,191.120386
Al,Co,Ag,W,0,0,2.8929944,2.9011425015227656,0.135011035904,162.02888,82.58927320000001
Al,Co,As,Au,0,1,2.9466429,2.9875159418154658,0.0887831777,107.90643,89.13277040000001
Al,Co,As,Ir,0,1,2.9592555,2.9445383473575566,0.0808963038,73.53586,78.802948
Al,Co,As,Os,0,1,2.9258466,2.9424026840298234,0.04156997589,72.41168,49.5001564
Al,Co,As,Pb,0,0,3.1286302,3.1763939924201963,0.344853393,71.769325,191.167694
Al,Co,As,Pd,0,1,2.87396,2.9536380370908444,0.034103591508,115.656136,99.1383688
Al,Co,As,Pt,0,1,2.8935523,2.959121967314928,0.110789323,130.1812,117.7296024
Al,Co,As,Rh,0,1,2.8552718,2.938560985319797,0.03635245443,152.90482,95.47912
Al,Co,As,Ru,0,1,2.8393407,2.935614902099344,0.04169672079,134.79387,72.58311680000001
Al,Co,As,W,0,1,2.8921256,2.9707114685493736,0.0304109709986,140.36964,33.624932
Al,Co,Bi,As,0,0,3.2190945,3.2426162481716707,0.318324677,64.637375,136.3329932
Al,Co,Bi,Au,0,0,3.2952442,3.1834488965106176,0.40795935,121.49273,223.21933
Al,Co,Bi,Ir,0,1,3.2065976,3.1456947303813667,0.464443563,73.477196,258.77795000000003
Al,Co,Bi,Mo,0,0,3.0725152,3.1650182693444973,0.421736328,121.31311,174.134668
Al,Co,Bi,Os,0,1,3.239893,3.1438237149153707,0.409436355,70.8336,200.504684
Al,Co,Bi,Pb,0,0,3.395042,3.3515031218228515,0.474775456,82.90487,177.459138
Al,Co,Bi,Pd,0,0,3.190072,3.153672259322202,0.4174615979999999,114.23392,289.169204
Al,Co,Bi,Pt,0,0,3.196889,3.1584841633688736,0.496211578,133.2397,275.18378800000005
Al,Co,Bi,Rh,0,1,3.1025598,3.1404593054709165,0.457709993,164.57576,286.580694
Al,Co,Bi,Ru,0,1,3.082316,3.1378803175668817,0.4718985249999999,127.009796,273.79615800000005
Al,Co,Bi,Sb,0,0,3.3925672,3.350311878543552,0.4333840949999999,77.78457,158.71495000000002
Al,Co,Bi,Te,0,0,3.4077058,3.394416238167509,0.437120167,65.0568,149.61803600000002
Al,Co,Bi,W,0,0,3.1099305,3.168663838693207,0.342781108,137.09303,88.705932
Al,Co,Cu,Ag,0,1,2.9111748,2.8351012594538725,0.01554278818,122.98857,112.1506316
Al,Co,Cu,As,0,1,2.8170235,2.9078283422147613,0.029773444018,104.20433,61.186742
Al,Co,Cu,Au,0,1,2.9343698,2.833713802538256,0.0327712845699999,149.54298,139.821748
Al,Co,Cu,Bi,0,0,2.9844975,3.1136026236385503,0.3534079472099999,114.05597,251.863218
Al,Co,Cu,Ge,1,1,2.815408,2.925647486510221,0.00486568897,96.206436,34.382997679999995
Al,Co,Cu,Hg,0,1,2.951485,2.937321249489995,0.120797415,100.66781,158.199978
Al,Co,Cu,Ir,0,1,2.9017856,2.7858234186744544,0.036975596,100.21324,111.5783096
Al,Co,Cu,Mo,0,0,2.8838208,2.8103961033900773,0.02095695053,149.0831,63.3519144
Al,Co,Cu,Ni,1,1,2.6659546,2.7292119390153577,0.000301187116,145.39061,36.0892038824
Al,Co,Cu,Os,0,0,2.8750525,2.7834371624369707,0.3219090635,102.53523,249.658882
Al,Co,Cu,Pb,0,0,3.0012598,3.041582568853084,0.340604716,109.0168,289.395128
Al,Co,Cu,Pd,0,1,2.8441079,2.795983853332002,0.0203649937,139.50868,132.1683408
Al,Co,Cu,Pt,0,1,2.8815694,2.8021016258463667,0.0523718367,155.58344,144.6177988
Al,Co,Cu,Re,0,0,2.8310657,2.795441924123274,0.1057828518,181.81435,77.80288800000001
Al,Co,Cu,Rh,1,1,2.7561147,2.779143106591264,0.007609041329,169.57066,101.08883360000002
Al,Co,Cu,Ru,0,1,2.8337,2.7758487391508124,0.0136971035144,158.78146,92.0429648
Al,Co,Cu,Sb,0,1,3.09787,3.0401360213879296,0.03152860715,107.73271,86.3406592
Al,Co,Cu,Sn,0,1,2.9698334,2.993349341950064,0.013144558182,108.05105,60.9314128
Al,Co,Cu,Tc,0,0,2.8921032,2.789008301762256,0.0286213463999999,103.53592,90.7884544
Al,Co,Cu,Te,0,1,3.1837025,3.093466370059093,0.130538295,94.855545,95.564196
Al,Co,Cu,W,0,0,2.859446,2.815017454094188,0.0464377494,161.33713,60.4334016
Al,Co,Ge,As,0,1,2.9656465,3.070607466807568,0.0303097003169999,73.21318,34.2734612
Al,Co,Ge,Au,0,1,2.9548497,3.004405165108559,0.1354310813,109.284,129.195006
Al,Co,Ge,Bi,0,0,3.3134058,3.256970178985485,0.383490182,77.832466,176.183442
Al,Co,Ge,Ir,0,1,2.9747696,2.961919856331612,0.100968856,71.8198,78.10376720000001
Al,Co,Ge,Mo,0,0,3.020502,2.9836894442571653,0.0698561324,112.94832,48.832364
Al,Co,Ge,Os,0,1,2.9979281,2.959809211809751,0.0204792865,69.33917,43.85554520000001
Al,Co,Ge,Pb,0,0,3.148309,3.191348469161612,0.368667073,71.641335,220.51247600000005
Al,Co,Ge,Pd,0,1,2.9337146,2.970913544018914,0.01017924259,111.84571,73.4745136
Al,Co,Ge,Pt,0,1,2.9083955,2.976334056991872,0.1713903393899999,114.01732,174.27802400000002
Al,Co,Ge,Rh,0,1,2.9310465,2.956012653097192,0.0218714301,151.01022,81.877772
Al,Co,Ge,Ru,0,1,2.9117155,2.9531013047444663,0.02805997935,125.175804,91.7301908
Al,Co,Ge,Sb,0,1,3.28272,3.190034589160026,0.118032174,77.49607,70.82746800000001
Al,Co,Ge,Te,0,1,3.297061,3.238582795972574,0.1877898112,56.86411,93.51775
Al,Co,Ge,W,0,0,2.8614118,2.987790672002772,0.02186365235,153.30592,35.727194000000004
Al,Co,Hg,As,0,1,3.0240722,3.0812107213752324,0.0605345380999999,72.34929,76.2698604
Al,Co,Hg,Au,0,1,3.00486,3.015478283573234,0.3109702314999999,108.93896,272.66666000000004
Al,Co,Hg,Bi,0,0,3.3269942,3.2663999740611644,0.398076292,69.294,191.75408
Al,Co,Hg,Ge,0,1,3.0243196,3.097096301206936,0.0660194768,70.5406,80.59103400000001
Al,Co,Hg,Ir,0,1,2.9587955,2.973311091646502,0.280973796,73.161674,251.702426
Al,Co,Hg,Mo,0,0,2.9551473,2.994915994020078,0.18483408072,133.42339,190.13928
Al,Co,Hg,Os,0,1,2.8880134,2.971216605690303,0.217809342,68.37565,204.180558
Al,Co,Hg,Pb,0,0,3.18726,3.201168266230011,0.395623538,67.20142,248.12979600000003
Al,Co,Hg,Pd,0,1,2.9719481,2.9822363078465632,0.2579974122,118.465294,309.269244
Al,Co,Hg,Pt,0,1,2.9585342,2.9876158495478324,0.356653091,132.4654,308.50399000000004
Al,Co,Hg,Rh,0,1,2.9507499,2.967449198817251,0.30853025073,144.16034,328.99354
Al,Co,Hg,Ru,0,0,2.922691,2.9645602807008142,0.455924283,128.20969,336.591984
Al,Co,Hg,Sb,0,1,3.1999013,3.1998624396288484,0.251348839,69.15133,169.961434
Al,Co,Hg,Te,0,0,3.297461,3.2481195011209585,0.43613437,65.98972,186.60845
Al,Co,Hg,W,0,0,2.8687253,2.9989865947685352,0.0496211237,146.92969,54.16069560000001
Al,Co,Ir,Au,0,1,2.9407654,2.87233060194982,0.2678516795,113.78318,181.594444
Al,Co,Ir,Pb,0,1,3.0341604,3.075187615595297,0.418106446,80.39742,291.444988
Al,Co,Ir,Pt,0,1,2.897575,2.8415765798373056,0.307408236,121.749054,266.682182
Al,Co,Ir,Rh,0,1,2.9324777,2.81925910216852,0.249377576,136.3655,238.122202
Al,Co,Ir,W,0,0,2.9130807,2.85413841483633,0.445663377,149.33913,125.57785
Al,Co,Mo,As,0,0,2.882114,2.9665628487503706,0.0358922329,132.3616,44.8029514
Al,Co,Mo,Au,0,0,2.8962579,2.8954631308628014,0.234898177026,163.86136,169.43672400000003
Al,Co,Mo,Ir,0,0,2.9693475,2.8496431832490945,0.5036796029999999,123.37572,226.78674400000003
Al,Co,Mo,Os,0,0,2.9235468,2.847362742383761,0.35799115869,128.47467,158.200574
Al,Co,Mo,Pb,0,0,3.015314,3.0953987393730613,0.438194959,124.32889,215.876326
Al,Co,Mo,Pd,0,0,2.8882337,2.859355930131794,0.147536958,163.43074,165.814192
Al,Co,Mo,Pt,0,1,2.8911152,2.865206360651177,0.13131260219,177.51071,135.54523600000002
Al,Co,Mo,Rh,0,0,2.8854015,2.8432597498272347,0.438437106,191.23752,237.90439
Al,Co,Mo,Ru,0,0,2.883725,2.840112532850968,0.398844553,181.58647,231.621268
Al,Co,Mo,W,0,0,2.8954682,2.8775631840772844,0.14831741408,186.58688,39.124442
Al,Co,Ni,Ag,0,0,2.910561,2.820576748964462,0.133595272,144.76921,155.9129212
Al,Co,Ni,As,0,1,2.775428,2.8940264930957964,0.031315446907,119.6436,36.3414052
Al,Co,Ni,Au,1,1,2.8204463,2.8191749552277416,0.00291969552,149.5523,71.8593632
Al,Co,Ni,Bi,0,1,3.0914204,3.101575435107413,0.418900528,117.09241,256.461384
Al,Co,Ni,Ge,1,1,2.7730155,2.912014432906644,0.002819039925,111.68878,18.7036222
Al,Co,Ni,Hg,0,1,2.9507759,2.923797096988273,0.17283126,116.87869,217.198554
Al,Co,Ni,Ir,0,1,2.8747706,2.7707763286199083,0.0484732714,109.98188,63.0232704
Al,Co,Ni,Mo,0,0,2.8437738,2.795613082361824,0.02759157156,157.9477,41.5885988
Al,Co,Ni,Os,0,1,2.8541088,2.7683640503219573,0.013251617,113.230194,38.178884
Al,Co,Ni,Pb,0,0,2.9775188,3.0289755050496736,0.442160333,117.91037,302.17023400000005
Al,Co,Ni,Pd,0,1,2.83739,2.78104680766746,0.02138137935,158.46269,97.7140264
Al,Co,Ni,Pt,0,1,2.8655047,2.7872302554333666,0.0124691858,167.47366,70.5905296
Al,Co,Ni,Rh,0,1,2.8237877,2.764022996646856,0.016154317183,187.84511,63.67556400000001
Al,Co,Ni,Ru,0,1,2.823536,2.760692422839052,0.0184971898786,170.96014,48.438384
Al,Co,Ni,Sb,0,1,3.0485744,3.0275168823137424,0.0810594542,117.167305,74.8423096
Al,Co,Ni,Sn,0,1,2.919176,2.9803300518863898,0.0212111571,119.760086,48.5590328
Al,Co,Ni,Te,0,1,3.1304216,3.0812811651503225,0.1662314626,104.72021,148.535332
Al,Co,Ni,W,0,0,2.850994,2.800283314892837,0.1725618039999999,172.33131,140.645886
Al,Co,Os,Au,0,1,2.9200172,2.870086085708856,0.20075902957,114.29956,177.18854000000002
Al,Co,Os,Ir,0,1,2.9065442,2.8234320956848418,0.164473084,68.89283,138.11699600000003
Al,Co,Os,Pb,0,1,3.1320534,3.073229738226271,0.373417966,73.026436,236.94438800000003
Al,Co,Os,Pt,0,1,2.8606672,2.8392831575752004,0.2363282340999999,119.17295,188.06671600000004
Al,Co,Os,Rh,0,1,2.9218323,2.816929181305954,0.189422456,142.37866,173.046908
Al,Co,Os,W,0,0,2.8894799,2.851865160235888,0.35681750818,150.74028,123.811604
Al,Co,Pb,Au,0,0,3.050791,3.114660069330151,0.3898093648,125.56702,265.008412
Al,Co,Pb,W,0,0,3.02068,3.099209837599543,0.3061826316,145.82726,140.909204
Al,Co,Pd,Au,0,1,2.9077115,2.8818912830555616,0.2342390761499999,152.47649,263.120362
Al,Co,Pd,Ir,0,1,2.9188395,2.8356281371820145,0.276662239,109.21398,334.071152
Al,Co,Pd,Os,0,1,2.8979397,2.8333250710333493,0.1222185011,112.49204,140.482156
Al,Co,Pd,Pb,0,0,3.0435047,3.083533667375395,0.4024152903,117.198364,327.75727400000005
Al,Co,Pd,Pt,0,1,2.889106,2.8513442666031703,0.30109026197,169.94122,359.24911
Al,Co,Pd,Rh,0,1,2.8743954,2.829181231950963,0.01220139825,182.60846,121.1236944
Al,Co,Pd,W,0,0,2.8704033,2.8638207458892166,0.22503074414,184.11934,165.619222
Al,Co,Pt,Au,0,1,2.9097157,2.88765084834318,0.2928400108999999,164.70953,113.1777604
Al,Co,Pt,Pb,0,0,3.012075,3.088566430964974,0.4357373574,128.28741,314.784372
Al,Co,Pt,W,0,1,2.8617554,2.869653004074017,0.1928578852,191.86115,138.92266800000002
Al,Co,Re,Ag,0,1,2.864982,2.882723152646665,0.04015714223,167.23714,74.244316
Al,Co,Re,As,0,1,2.8653345,2.953152430516916,0.031054614018,150.15941,32.9474388
Al,Co,Re,Au,0,0,2.8739223,2.881381190032861,0.35901897749,187.6589,80.50622360000001
Al,Co,Re,Bi,0,1,3.1403444,3.1532463146009952,0.256852732,160.46135,114.130244
Al,Co,Re,Ge,0,1,2.8654928,2.970433569882452,0.01769516084,149.02206,27.970812
Al,Co,Re,Hg,0,1,2.8939133,2.9817599723347064,0.10442763229,152.76462,64.65301
Al,Co,Re,Ir,0,1,2.8787155,2.8351012594538725,0.1071366274,152.81857,71.3265272
Al,Co,Re,Mo,0,0,2.868893,2.8588377628782795,0.05175848636,201.78372,46.584047000000005
Al,Co,Re,Ni,0,0,2.8216481,2.7804990396844564,0.26220480333,201.74258,108.143368
Al,Co,Re,Os,1,1,2.84896,2.832797336173389,0.0069035235399999,161.67921,40.6657708
Al,Co,Re,Pb,0,0,3.013658,3.0830881208489447,0.392812836,158.02713,185.555922
Al,Co,Re,Pd,0,1,2.8421412,2.8449133850434776,0.08230182385,193.59155,74.22724
Al,Co,Re,Pt,0,1,2.8459454,2.8508231825835124,0.2073644809,195.80109,169.55369000000002
Al,Co,Re,Rh,0,1,2.850661,2.828651949601819,0.1180508473,220.57468,96.543494
Al,Co,Re,Ru,0,1,2.8474116,2.8254720879121966,0.0567269447,209.90251,52.2407684
Al,Co,Re,Sb,0,1,3.1076236,3.0816802857159407,0.092682105,164.827,46.9456284
Al,Co,Re,Sn,0,1,2.972125,3.036175084966049,0.0856787105,155.5148,45.008324
Al,Co,Re,Te,0,1,3.1323934,3.133617966130509,0.140529859,145.07507,95.2846048
Al,Co,Re,W,0,0,2.864131,2.863304193502118,0.17414074956,218.18419,72.5560612
Al,Co,Rh,Au,0,1,2.8855822,2.8660479426173144,0.2442005345,185.1527,237.173912
Al,Co,Rh,Pb,0,1,3.0024521,3.069708722379098,0.4449591338,164.08931,330.093562
Al,Co,Rh,Pt,0,1,2.8761337,2.835156729489583,0.2712597942999999,189.96262,300.059842
Al,Co,Rh,W,0,0,2.8664365,2.8477751406779217,0.39302843,211.4296,159.26154200000002
Al,Co,Ru,Au,0,1,2.8987002,2.8629506555069826,0.14157895503,163.45276,187.830752
Al,Co,Ru,Ir,0,1,2.8666964,2.816057980525889,0.203183954,105.26689,214.587892
Al,Co,Ru,Os,0,1,2.9052267,2.8137227530348223,0.131876747,120.4495,124.48324
Al,Co,Ru,Pb,0,0,3.0130818,3.0670093265581184,0.544234303,127.96115,316.19739200000004
Al,Co,Ru,Pd,0,1,2.894431,2.8260025619332616,0.0208319906,165.24835,130.8112944
Al,Co,Ru,Pt,0,1,2.886231,2.8319914668256105,0.2254050913,174.74156,213.234692
Al,Co,Ru,Rh,0,1,2.8627098,2.8095208456032856,0.0304797692,194.92268,126.374586
Al,Co,Ru,W,0,0,2.8714366,2.844637912668744,0.36015660005,201.57043,149.998137
Al,Co,Sb,As,0,1,3.1103573,3.1750677040376885,0.0491808941,72.15874,68.4352636
Al,Co,Sb,Au,0,1,3.1822832,3.113280649734191,0.332124434,127.61354,225.83018400000003
Al,Co,Sb,Ir,0,1,3.1234195,3.073772532398184,0.242984876,76.14913,186.486074
Al,Co,Sb,Mo,0,1,3.0101805,3.0940020876744723,0.0475356475,116.27269,46.530548
Al,Co,Sb,Os,0,1,3.1729746,3.0718128501793265,0.117434831,73.94417,77.536486
Al,Co,Sb,Pb,0,0,3.292829,3.288399810958212,0.414763138,79.64644,202.268496
Al,Co,Sb,Pd,0,1,3.145846,3.082126239334071,0.1040721946,112.86457,119.632604
Al,Co,Sb,Pt,0,1,3.0947948,3.0871635890710096,0.381629442,128.55246,272.649458
Al,Co,Sb,Rh,0,1,3.0658126,3.068288579814512,0.146383214,158.45259,152.79390800000002
Al,Co,Sb,Ru,0,1,3.0304775,3.0655866813060864,0.121774598,116.1471,95.3023748
Al,Co,Sb,Te,0,0,3.327224,3.332942817620105,0.202497284,67.79653,86.42059400000001
Al,Co,Sb,W,0,0,3.0687566,3.097816621031672,0.115494865,140.33083,54.9449528
Al,Co,Si,Ag,0,1,2.975827,2.9663855151666203,0.03261149958,108.15989,59.094229600000006
Al,Co,Si,As,0,1,2.8740156,3.0330279594255707,0.025029302981,92.12383,19.7287788
Al,Co,Si,Au,0,1,2.9484248,2.9651182296602507,0.033316363543,137.77873,60.78154120000001
Al,Co,Si,Bi,0,0,3.26272,3.223635310846852,0.279595127,99.84018,149.36318
Al,Co,Si,Cu,0,1,3.004427,2.8841710703147863,0.0614814343683,108.58684,24.637407000000003
Al,Co,Si,Ge,0,1,3.042338,3.049418202808392,0.01736992705,88.72917,17.087425
Al,Co,Si,Hg,0,1,3.0038073,3.06016854978836,0.0369568374974,83.58188,47.9829784
Al,Co,Si,Ir,0,1,2.975225,2.921474281495873,0.03632262695,89.84312,49.331344
Al,Co,Si,Mo,0,0,2.9181695,2.9438439535280616,0.0409132385,147.48982,33.6657952
Al,Co,Si,Ni,0,1,2.9550748,2.8701402117241384,0.06295871750304,129.95891,16.9445176
Al,Co,Si,Os,0,1,3.0014348,2.919304726760549,0.03421310554,94.16609,39.5134316
Al,Co,Si,Pb,0,1,3.1015832,3.1566059096271286,0.157471592,96.531654,158.78879
Al,Co,Si,Pd,0,1,2.960915,2.9307175373535115,0.0374448337633,126.45797,73.567408
Al,Co,Si,Pt,0,1,2.9741445,2.936287336311543,0.0768932852,137.07086,59.15445000000001
Al,Co,Si,Re,0,1,2.868957,2.9302243035144464,0.0519979428084,206.08746,22.1749664
Al,Co,Si,Rh,0,1,2.920452,2.915401873282944,0.0638352276905,168.35533,46.41582
Al,Co,Si,Ru,0,1,2.9348168,2.91240872630558,0.0275798162652,145.92146,40.7246576
Al,Co,Si,Sb,0,1,3.2526388,3.1552629300740125,0.15528105324,97.0104,90.299804
Al,Co,Si,Sn,0,1,3.053698,3.111900006678688,0.01271645022,97.86055,23.32485968
Al,Co,Si,Tc,0,1,3.0191224,2.9243707075197976,0.03175662341945,90.629265,29.035901600000003
Al,Co,Si,Te,0,1,3.2531154,3.204862334722479,0.17217405973,77.76253,77.51397600000001
Al,Co,Si,W,0,0,2.8847165,2.9480567165430034,0.0460548024,164.14938,30.297746
